,series id,year,period,value,footnotes,area_name,valueh,timeperiod
589,SMU06447000500000003,2014,M11,21.61,,"Stockton-Lodi, CA",35.7,2014-11
590,SMU06447000500000003,2014,M10,21.63,,"Stockton-Lodi, CA",35.9,2014-10
591,SMU06447000500000003,2014,M09,22.02,,"Stockton-Lodi, CA",36.3,2014-09
592,SMU06447000500000003,2014,M08,21.89,,"Stockton-Lodi, CA",36.6,2014-08
593,SMU06447000500000003,2014,M07,21.94,,"Stockton-Lodi, CA",36.1,2014-07
594,SMU06447000500000003,2014,M06,21.14,,"Stockton-Lodi, CA",37.4,2014-06
595,SMU06447000500000003,2014,M05,21.58,,"Stockton-Lodi, CA",36.0,2014-05
596,SMU06447000500000003,2014,M04,21.62,,"Stockton-Lodi, CA",36.3,2014-04
597,SMU06447000500000003,2014,M03,21.64,,"Stockton-Lodi, CA",36.7,2014-03
598,SMU06447000500000003,2014,M02,22.03,,"Stockton-Lodi, CA",36.2,2014-02
599,SMU06447000500000003,2014,M01,22.12,,"Stockton-Lodi, CA",35.3,2014-01
600,SMU06447000500000003,2013,M12,22.01,,"Stockton-Lodi, CA",36.7,2013-12
601,SMU06447000500000003,2013,M11,21.94,,"Stockton-Lodi, CA",36.6,2013-11
602,SMU06447000500000003,2013,M10,21.21,,"Stockton-Lodi, CA",37.2,2013-10
603,SMU06447000500000003,2013,M09,21.4,,"Stockton-Lodi, CA",37.9,2013-09
604,SMU06447000500000003,2013,M08,21.09,,"Stockton-Lodi, CA",37.2,2013-08
605,SMU06447000500000003,2013,M07,21.08,,"Stockton-Lodi, CA",37.2,2013-07
606,SMU06447000500000003,2013,M06,20.96,,"Stockton-Lodi, CA",37.7,2013-06
607,SMU06447000500000003,2013,M05,21.33,,"Stockton-Lodi, CA",36.3,2013-05
608,SMU06447000500000003,2013,M04,21.5,,"Stockton-Lodi, CA",36.0,2013-04
609,SMU06447000500000003,2013,M03,21.3,,"Stockton-Lodi, CA",36.1,2013-03
610,SMU06447000500000003,2013,M02,21.14,,"Stockton-Lodi, CA",35.7,2013-02
611,SMU06447000500000003,2013,M01,21.37,,"Stockton-Lodi, CA",35.5,2013-01
612,SMU06422000500000003,2012,M12,24.79,,"Santa Maria-Santa Barbara, CA",31.8,2012-12
613,SMU06422000500000003,2012,M11,24.1,,"Santa Maria-Santa Barbara, CA",31.4,2012-11
614,SMU06422000500000003,2012,M10,24.07,,"Santa Maria-Santa Barbara, CA",31.6,2012-10
615,SMU06422000500000003,2012,M09,23.56,,"Santa Maria-Santa Barbara, CA",31.9,2012-09
616,SMU06422000500000003,2012,M08,23.29,,"Santa Maria-Santa Barbara, CA",31.5,2012-08
617,SMU06422000500000003,2012,M07,23.55,,"Santa Maria-Santa Barbara, CA",32.2,2012-07
618,SMU06422000500000003,2012,M06,23.5,,"Santa Maria-Santa Barbara, CA",31.8,2012-06
619,SMU06422000500000003,2012,M05,23.56,,"Santa Maria-Santa Barbara, CA",30.9,2012-05
620,SMU06422000500000003,2012,M04,24.13,,"Santa Maria-Santa Barbara, CA",31.6,2012-04
621,SMU06422000500000003,2012,M03,23.97,,"Santa Maria-Santa Barbara, CA",31.0,2012-03
622,SMU06422000500000003,2012,M02,23.83,,"Santa Maria-Santa Barbara, CA",30.7,2012-02
623,SMU06422000500000003,2012,M01,24.05,,"Santa Maria-Santa Barbara, CA",30.9,2012-01
624,SMU06422000500000003,2011,M12,23.92,,"Santa Maria-Santa Barbara, CA",30.9,2011-12
625,SMU06422000500000003,2011,M11,23.35,,"Santa Maria-Santa Barbara, CA",31.1,2011-11
626,SMU06422000500000003,2011,M10,23.33,,"Santa Maria-Santa Barbara, CA",33.0,2011-10
627,SMU06422000500000003,2011,M09,23.36,,"Santa Maria-Santa Barbara, CA",31.4,2011-09
628,SMU06422000500000003,2011,M08,22.87,,"Santa Maria-Santa Barbara, CA",32.2,2011-08
629,SMU06422000500000003,2011,M07,22.85,,"Santa Maria-Santa Barbara, CA",32.1,2011-07
630,SMU06422000500000003,2011,M06,23.04,,"Santa Maria-Santa Barbara, CA",32.2,2011-06
631,SMU06422000500000003,2011,M05,23.43,,"Santa Maria-Santa Barbara, CA",32.9,2011-05
632,SMU06422000500000003,2011,M04,24.07,,"Santa Maria-Santa Barbara, CA",31.7,2011-04
633,SMU06422000500000003,2011,M03,25.34,,"Santa Maria-Santa Barbara, CA",31.8,2011-03
634,SMU06422000500000003,2011,M02,24.3,,"Santa Maria-Santa Barbara, CA",31.7,2011-02
635,SMU06422000500000003,2011,M01,24.96,,"Santa Maria-Santa Barbara, CA",31.5,2011-01
636,SMU06422000500000003,2010,M12,24.98,,"Santa Maria-Santa Barbara, CA",31.7,2010-12
637,SMU06422000500000003,2010,M11,24.99,,"Santa Maria-Santa Barbara, CA",32.6,2010-11
638,SMU06422000500000003,2010,M10,25.18,,"Santa Maria-Santa Barbara, CA",32.8,2010-10
639,SMU06422000500000003,2010,M09,24.89,,"Santa Maria-Santa Barbara, CA",32.8,2010-09
640,SMU06422000500000003,2010,M08,24.85,,"Santa Maria-Santa Barbara, CA",33.3,2010-08
641,SMU06422000500000003,2010,M07,24.88,,"Santa Maria-Santa Barbara, CA",32.8,2010-07
642,SMU06422000500000003,2010,M06,24.34,,"Santa Maria-Santa Barbara, CA",31.9,2010-06
643,SMU06422000500000003,2010,M05,24.46,,"Santa Maria-Santa Barbara, CA",32.3,2010-05
644,SMU06422000500000003,2010,M04,24.35,,"Santa Maria-Santa Barbara, CA",31.8,2010-04
645,SMU06422000500000003,2010,M03,24.45,,"Santa Maria-Santa Barbara, CA",31.5,2010-03
646,SMU06422000500000003,2010,M02,24.15,,"Santa Maria-Santa Barbara, CA",31.7,2010-02
647,SMU06422000500000003,2010,M01,24.24,,"Santa Maria-Santa Barbara, CA",31.6,2010-01
648,SMU06422000500000003,2009,M12,23.88,,"Santa Maria-Santa Barbara, CA",31.4,2009-12
649,SMU06422000500000003,2009,M11,24.03,,"Santa Maria-Santa Barbara, CA",30.5,2009-11
650,SMU06422000500000003,2009,M10,23.93,,"Santa Maria-Santa Barbara, CA",29.8,2009-10
651,SMU06422000500000003,2009,M09,22.71,,"Santa Maria-Santa Barbara, CA",29.4,2009-09
652,SMU06422000500000003,2009,M08,22.69,,"Santa Maria-Santa Barbara, CA",29.8,2009-08
653,SMU06422000500000003,2009,M07,22.74,,"Santa Maria-Santa Barbara, CA",28.2,2009-07
654,SMU06422000500000003,2009,M06,23.21,,"Santa Maria-Santa Barbara, CA",29.2,2009-06
655,SMU06422000500000003,2009,M05,23.22,,"Santa Maria-Santa Barbara, CA",29.7,2009-05
656,SMU06422000500000003,2009,M04,24.53,,"Santa Maria-Santa Barbara, CA",29.7,2009-04
657,SMU06422000500000003,2009,M03,25.09,,"Santa Maria-Santa Barbara, CA",29.2,2009-03
658,SMU06422000500000003,2009,M02,24.75,,"Santa Maria-Santa Barbara, CA",30.0,2009-02
659,SMU06422000500000003,2009,M01,24.93,,"Santa Maria-Santa Barbara, CA",29.7,2009-01
660,SMU06422000500000003,2008,M12,25.07,,"Santa Maria-Santa Barbara, CA",29.8,2008-12
661,SMU06422000500000003,2008,M11,24.38,,"Santa Maria-Santa Barbara, CA",31.4,2008-11
662,SMU06422000500000003,2008,M10,24.14,,"Santa Maria-Santa Barbara, CA",31.1,2008-10
663,SMU06422000500000003,2008,M09,23.31,,"Santa Maria-Santa Barbara, CA",31.6,2008-09
664,SMU06422000500000003,2008,M08,23.2,,"Santa Maria-Santa Barbara, CA",31.7,2008-08
665,SMU06422000500000003,2008,M07,22.52,,"Santa Maria-Santa Barbara, CA",32.1,2008-07
666,SMU06422000500000003,2008,M06,22.36,,"Santa Maria-Santa Barbara, CA",33.0,2008-06
667,SMU06422000500000003,2008,M05,22.0,,"Santa Maria-Santa Barbara, CA",31.2,2008-05
668,SMU06422000500000003,2008,M04,21.52,,"Santa Maria-Santa Barbara, CA",32.0,2008-04
669,SMU06422000500000003,2008,M03,21.37,,"Santa Maria-Santa Barbara, CA",32.9,2008-03
670,SMU06422000500000003,2008,M02,21.07,,"Santa Maria-Santa Barbara, CA",32.0,2008-02
671,SMU06422000500000003,2008,M01,20.72,,"Santa Maria-Santa Barbara, CA",31.3,2008-01
672,SMU06422000500000003,2007,M12,20.5,,"Santa Maria-Santa Barbara, CA",33.3,2007-12
673,SMU06422000500000003,2007,M11,20.66,,"Santa Maria-Santa Barbara, CA",32.2,2007-11
674,SMU06422000500000003,2007,M10,20.63,,"Santa Maria-Santa Barbara, CA",32.0,2007-10
675,SMU06422000500000003,2007,M09,20.7,,"Santa Maria-Santa Barbara, CA",33.6,2007-09
676,SMU06422000500000003,2007,M08,20.17,,"Santa Maria-Santa Barbara, CA",32.9,2007-08
677,SMU06422000500000003,2007,M07,20.06,,"Santa Maria-Santa Barbara, CA",33.4,2007-07
678,SMU06422000500000003,2007,M06,20.3,,"Santa Maria-Santa Barbara, CA",32.3,2007-06
679,SMU06422000500000003,2007,M05,19.19,,"Santa Maria-Santa Barbara, CA",33.7,2007-05
680,SMU06422000500000003,2007,M04,20.61,,"Santa Maria-Santa Barbara, CA",32.3,2007-04
681,SMU06422000500000003,2007,M03,20.21,,"Santa Maria-Santa Barbara, CA",31.9,2007-03
682,SMU06422000500000003,2007,M02,19.79,,"Santa Maria-Santa Barbara, CA",32.0,2007-02
683,SMU06422000500000003,2007,M01,20.06,,"Santa Maria-Santa Barbara, CA",30.9,2007-01
684,SMU06422000500000003,2015,M06,26.08,Preliminary,"Santa Maria-Santa Barbara, CA",32.8,2015-06
685,SMU06422000500000003,2015,M05,26.26,,"Santa Maria-Santa Barbara, CA",32.7,2015-05
686,SMU06422000500000003,2015,M04,26.34,,"Santa Maria-Santa Barbara, CA",33.2,2015-04
687,SMU06422000500000003,2015,M03,26.15,,"Santa Maria-Santa Barbara, CA",33.7,2015-03
688,SMU06422000500000003,2015,M02,26.33,,"Santa Maria-Santa Barbara, CA",33.5,2015-02
689,SMU06422000500000003,2015,M01,26.18,,"Santa Maria-Santa Barbara, CA",32.5,2015-01
690,SMU06422000500000003,2014,M12,25.53,,"Santa Maria-Santa Barbara, CA",32.7,2014-12
691,SMU06422000500000003,2014,M11,25.58,,"Santa Maria-Santa Barbara, CA",34.5,2014-11
692,SMU06422000500000003,2014,M10,24.91,,"Santa Maria-Santa Barbara, CA",33.3,2014-10
693,SMU06422000500000003,2014,M09,25.27,,"Santa Maria-Santa Barbara, CA",33.1,2014-09
694,SMU06422000500000003,2014,M08,24.8,,"Santa Maria-Santa Barbara, CA",33.5,2014-08
695,SMU06422000500000003,2014,M07,24.54,,"Santa Maria-Santa Barbara, CA",33.5,2014-07
696,SMU06422000500000003,2014,M06,24.14,,"Santa Maria-Santa Barbara, CA",33.6,2014-06
697,SMU06422000500000003,2014,M05,24.17,,"Santa Maria-Santa Barbara, CA",33.3,2014-05
698,SMU06422000500000003,2014,M04,24.02,,"Santa Maria-Santa Barbara, CA",32.4,2014-04
699,SMU06422000500000003,2014,M03,23.94,,"Santa Maria-Santa Barbara, CA",32.8,2014-03
700,SMU06422000500000003,2014,M02,23.87,,"Santa Maria-Santa Barbara, CA",32.4,2014-02
701,SMU06422000500000003,2014,M01,23.58,,"Santa Maria-Santa Barbara, CA",31.5,2014-01
702,SMU06422000500000003,2013,M12,23.85,,"Santa Maria-Santa Barbara, CA",32.0,2013-12
703,SMU06422000500000003,2013,M11,23.45,,"Santa Maria-Santa Barbara, CA",31.9,2013-11
704,SMU06422000500000003,2013,M10,23.31,,"Santa Maria-Santa Barbara, CA",32.0,2013-10
705,SMU06422000500000003,2013,M09,23.62,,"Santa Maria-Santa Barbara, CA",31.7,2013-09
706,SMU06422000500000003,2013,M08,23.16,,"Santa Maria-Santa Barbara, CA",31.5,2013-08
707,SMU06422000500000003,2013,M07,23.29,,"Santa Maria-Santa Barbara, CA",31.5,2013-07
708,SMU06422000500000003,2013,M06,23.64,,"Santa Maria-Santa Barbara, CA",31.3,2013-06
709,SMU06422000500000003,2013,M05,23.52,,"Santa Maria-Santa Barbara, CA",31.7,2013-05
710,SMU06422000500000003,2013,M04,23.43,,"Santa Maria-Santa Barbara, CA",31.9,2013-04
711,SMU06422000500000003,2013,M03,23.23,,"Santa Maria-Santa Barbara, CA",31.7,2013-03
712,SMU06422000500000003,2013,M02,24.01,,"Santa Maria-Santa Barbara, CA",31.4,2013-02
713,SMU06422000500000003,2013,M01,23.83,,"Santa Maria-Santa Barbara, CA",31.8,2013-01
714,SMU06398200500000003,2012,M12,22.58,,"Redding, CA",32.9,2012-12
715,SMU06398200500000003,2012,M11,21.83,,"Redding, CA",33.0,2012-11
716,SMU06398200500000003,2012,M10,21.31,,"Redding, CA",33.2,2012-10
717,SMU06398200500000003,2012,M09,21.44,,"Redding, CA",35.1,2012-09
718,SMU06398200500000003,2012,M08,21.34,,"Redding, CA",33.7,2012-08
719,SMU06398200500000003,2012,M07,21.2,,"Redding, CA",33.2,2012-07
720,SMU06398200500000003,2012,M06,21.59,,"Redding, CA",32.6,2012-06
721,SMU06398200500000003,2012,M05,21.38,,"Redding, CA",33.0,2012-05
722,SMU06398200500000003,2012,M04,20.55,,"Redding, CA",33.7,2012-04
723,SMU06398200500000003,2012,M03,20.48,,"Redding, CA",31.9,2012-03
724,SMU06398200500000003,2012,M02,20.88,,"Redding, CA",32.3,2012-02
725,SMU06398200500000003,2012,M01,20.49,,"Redding, CA",32.7,2012-01
726,SMU06398200500000003,2011,M12,21.15,,"Redding, CA",32.5,2011-12
727,SMU06398200500000003,2011,M11,21.06,,"Redding, CA",33.6,2011-11
728,SMU06398200500000003,2011,M10,20.73,,"Redding, CA",34.4,2011-10
729,SMU06398200500000003,2011,M09,20.26,,"Redding, CA",32.4,2011-09
730,SMU06398200500000003,2011,M08,19.84,,"Redding, CA",33.8,2011-08
731,SMU06398200500000003,2011,M07,19.91,,"Redding, CA",32.4,2011-07
732,SMU06398200500000003,2011,M06,19.73,,"Redding, CA",32.1,2011-06
733,SMU06398200500000003,2011,M05,19.61,,"Redding, CA",32.5,2011-05
734,SMU06398200500000003,2011,M04,19.81,,"Redding, CA",30.3,2011-04
735,SMU06398200500000003,2011,M03,19.75,,"Redding, CA",30.7,2011-03
736,SMU06398200500000003,2011,M02,19.04,,"Redding, CA",30.6,2011-02
737,SMU06398200500000003,2011,M01,18.77,,"Redding, CA",31.1,2011-01
738,SMU06398200500000003,2010,M12,19.42,,"Redding, CA",30.5,2010-12
739,SMU06398200500000003,2010,M11,19.53,,"Redding, CA",30.6,2010-11
740,SMU06398200500000003,2010,M10,19.47,,"Redding, CA",30.7,2010-10
741,SMU06398200500000003,2010,M09,19.33,,"Redding, CA",30.7,2010-09
742,SMU06398200500000003,2010,M08,19.13,,"Redding, CA",32.4,2010-08
743,SMU06398200500000003,2010,M07,19.62,,"Redding, CA",31.5,2010-07
744,SMU06398200500000003,2010,M06,19.33,,"Redding, CA",31.6,2010-06
745,SMU06398200500000003,2010,M05,19.52,,"Redding, CA",32.2,2010-05
746,SMU06398200500000003,2010,M04,19.57,,"Redding, CA",31.3,2010-04
747,SMU06398200500000003,2010,M03,19.85,,"Redding, CA",30.6,2010-03
748,SMU06398200500000003,2010,M02,19.3,,"Redding, CA",30.7,2010-02
749,SMU06398200500000003,2010,M01,19.68,,"Redding, CA",29.8,2010-01
750,SMU06398200500000003,2009,M12,20.11,,"Redding, CA",29.9,2009-12
751,SMU06398200500000003,2009,M11,19.55,,"Redding, CA",30.6,2009-11
752,SMU06398200500000003,2009,M10,19.67,,"Redding, CA",30.1,2009-10
753,SMU06398200500000003,2009,M09,19.02,,"Redding, CA",31.3,2009-09
754,SMU06398200500000003,2009,M08,19.1,,"Redding, CA",32.3,2009-08
755,SMU06398200500000003,2009,M07,19.5,,"Redding, CA",30.8,2009-07
756,SMU06398200500000003,2009,M06,18.89,,"Redding, CA",30.5,2009-06
757,SMU06398200500000003,2009,M05,19.29,,"Redding, CA",31.0,2009-05
758,SMU06398200500000003,2009,M04,19.34,,"Redding, CA",31.4,2009-04
759,SMU06398200500000003,2009,M03,19.19,,"Redding, CA",31.8,2009-03
760,SMU06398200500000003,2009,M02,19.47,,"Redding, CA",30.6,2009-02
761,SMU06398200500000003,2009,M01,19.6,,"Redding, CA",30.6,2009-01
762,SMU06398200500000003,2008,M12,19.82,,"Redding, CA",31.8,2008-12
763,SMU06398200500000003,2008,M11,20.12,,"Redding, CA",32.7,2008-11
764,SMU06398200500000003,2008,M10,20.06,,"Redding, CA",32.8,2008-10
765,SMU06398200500000003,2008,M09,20.35,,"Redding, CA",32.9,2008-09
766,SMU06398200500000003,2008,M08,19.96,,"Redding, CA",33.7,2008-08
767,SMU06398200500000003,2008,M07,19.75,,"Redding, CA",31.6,2008-07
768,SMU06398200500000003,2008,M06,19.55,,"Redding, CA",32.5,2008-06
769,SMU06398200500000003,2008,M05,19.55,,"Redding, CA",33.4,2008-05
770,SMU06398200500000003,2008,M04,19.4,,"Redding, CA",33.6,2008-04
771,SMU06398200500000003,2008,M03,19.41,,"Redding, CA",31.7,2008-03
772,SMU06398200500000003,2008,M02,19.22,,"Redding, CA",31.4,2008-02
773,SMU06398200500000003,2008,M01,18.98,,"Redding, CA",31.0,2008-01
774,SMU06398200500000003,2007,M12,18.69,,"Redding, CA",32.8,2007-12
775,SMU06398200500000003,2007,M11,18.44,,"Redding, CA",30.9,2007-11
776,SMU06398200500000003,2007,M10,18.55,,"Redding, CA",32.8,2007-10
777,SMU06398200500000003,2007,M09,18.37,,"Redding, CA",33.3,2007-09
778,SMU06398200500000003,2007,M08,18.21,,"Redding, CA",32.5,2007-08
779,SMU06398200500000003,2007,M07,18.06,,"Redding, CA",33.9,2007-07
780,SMU06398200500000003,2007,M06,18.3,,"Redding, CA",33.0,2007-06
781,SMU06398200500000003,2007,M05,18.06,,"Redding, CA",33.3,2007-05
782,SMU06398200500000003,2007,M04,17.98,,"Redding, CA",34.2,2007-04
783,SMU06398200500000003,2007,M03,18.23,,"Redding, CA",33.4,2007-03
784,SMU06398200500000003,2007,M02,18.43,,"Redding, CA",32.7,2007-02
785,SMU06398200500000003,2007,M01,18.12,,"Redding, CA",32.3,2007-01
786,SMU06398200500000003,2015,M06,20.43,Preliminary,"Redding, CA",32.2,2015-06
787,SMU06398200500000003,2015,M05,20.45,,"Redding, CA",32.8,2015-05
788,SMU06398200500000003,2015,M04,21.08,,"Redding, CA",32.2,2015-04
789,SMU06398200500000003,2015,M03,21.09,,"Redding, CA",32.3,2015-03
790,SMU06398200500000003,2015,M02,21.34,,"Redding, CA",32.0,2015-02
791,SMU06398200500000003,2015,M01,21.15,,"Redding, CA",30.6,2015-01
792,SMU06398200500000003,2014,M12,21.08,,"Redding, CA",30.8,2014-12
793,SMU06398200500000003,2014,M11,21.05,,"Redding, CA",31.7,2014-11
794,SMU06398200500000003,2014,M10,20.86,,"Redding, CA",32.4,2014-10
795,SMU06398200500000003,2014,M09,20.96,,"Redding, CA",31.8,2014-09
796,SMU06398200500000003,2014,M08,21.12,,"Redding, CA",32.4,2014-08
797,SMU06398200500000003,2014,M07,21.14,,"Redding, CA",32.1,2014-07
798,SMU06398200500000003,2014,M06,20.79,,"Redding, CA",32.2,2014-06
799,SMU06398200500000003,2014,M05,20.44,,"Redding, CA",32.4,2014-05
800,SMU06398200500000003,2014,M04,20.64,,"Redding, CA",32.2,2014-04
801,SMU06398200500000003,2014,M03,21.34,,"Redding, CA",32.5,2014-03
802,SMU06398200500000003,2014,M02,21.17,,"Redding, CA",32.5,2014-02
803,SMU06398200500000003,2014,M01,21.1,,"Redding, CA",31.3,2014-01
804,SMU06398200500000003,2013,M12,21.71,,"Redding, CA",32.8,2013-12
805,SMU06398200500000003,2013,M11,21.57,,"Redding, CA",32.6,2013-11
806,SMU06398200500000003,2013,M10,21.63,,"Redding, CA",32.7,2013-10
807,SMU06398200500000003,2013,M09,22.0,,"Redding, CA",33.2,2013-09
808,SMU06398200500000003,2013,M08,21.84,,"Redding, CA",32.6,2013-08
809,SMU06398200500000003,2013,M07,22.17,,"Redding, CA",32.0,2013-07
810,SMU06398200500000003,2013,M06,21.9,,"Redding, CA",33.9,2013-06
811,SMU06398200500000003,2013,M05,21.53,,"Redding, CA",32.8,2013-05
812,SMU06398200500000003,2013,M04,21.84,,"Redding, CA",33.8,2013-04
813,SMU06398200500000003,2013,M03,22.12,,"Redding, CA",33.2,2013-03
814,SMU06398200500000003,2013,M02,22.33,,"Redding, CA",33.2,2013-02
815,SMU06398200500000003,2013,M01,22.54,,"Redding, CA",31.5,2013-01
816,SMU06314600500000003,2012,M12,23.45,,"Madera, CA",30.4,2012-12
817,SMU06314600500000003,2012,M11,23.15,,"Madera, CA",29.4,2012-11
818,SMU06314600500000003,2012,M10,23.25,,"Madera, CA",29.5,2012-10
819,SMU06314600500000003,2012,M09,23.36,,"Madera, CA",30.9,2012-09
820,SMU06314600500000003,2012,M08,23.65,,"Madera, CA",30.3,2012-08
821,SMU06314600500000003,2012,M07,23.02,,"Madera, CA",30.2,2012-07
822,SMU06314600500000003,2012,M06,23.17,,"Madera, CA",29.3,2012-06
823,SMU06314600500000003,2012,M05,23.35,,"Madera, CA",29.5,2012-05
824,SMU06314600500000003,2012,M04,23.36,,"Madera, CA",29.2,2012-04
825,SMU06314600500000003,2012,M03,23.35,,"Madera, CA",29.1,2012-03
826,SMU06314600500000003,2012,M02,23.33,,"Madera, CA",28.9,2012-02
827,SMU06314600500000003,2012,M01,23.29,,"Madera, CA",28.9,2012-01
828,SMU06314600500000003,2011,M12,23.41,,"Madera, CA",28.2,2011-12
829,SMU06314600500000003,2011,M11,22.63,,"Madera, CA",30.6,2011-11
830,SMU06314600500000003,2011,M10,22.08,,"Madera, CA",31.4,2011-10
831,SMU06314600500000003,2011,M09,22.44,,"Madera, CA",30.6,2011-09
832,SMU06314600500000003,2011,M08,22.42,,"Madera, CA",31.4,2011-08
833,SMU06314600500000003,2011,M07,22.76,,"Madera, CA",31.7,2011-07
834,SMU06314600500000003,2011,M06,22.34,,"Madera, CA",31.3,2011-06
835,SMU06314600500000003,2011,M05,22.46,,"Madera, CA",32.7,2011-05
836,SMU06314600500000003,2011,M04,22.86,,"Madera, CA",33.0,2011-04
837,SMU06314600500000003,2011,M03,23.0,,"Madera, CA",32.8,2011-03
838,SMU06314600500000003,2011,M02,23.3,,"Madera, CA",31.9,2011-02
839,SMU06314600500000003,2011,M01,23.32,,"Madera, CA",31.5,2011-01
840,SMU06314600500000003,2010,M12,23.48,,"Madera, CA",30.9,2010-12
841,SMU06314600500000003,2010,M11,22.5,,"Madera, CA",33.5,2010-11
842,SMU06314600500000003,2010,M10,22.91,,"Madera, CA",32.9,2010-10
843,SMU06314600500000003,2010,M09,23.37,,"Madera, CA",31.9,2010-09
844,SMU06314600500000003,2010,M08,23.03,,"Madera, CA",32.8,2010-08
845,SMU06314600500000003,2010,M07,22.7,,"Madera, CA",30.8,2010-07
846,SMU06314600500000003,2010,M06,22.41,,"Madera, CA",30.8,2010-06
847,SMU06314600500000003,2010,M05,24.2,,"Madera, CA",32.9,2010-05
848,SMU06314600500000003,2010,M04,24.01,,"Madera, CA",32.0,2010-04
849,SMU06314600500000003,2010,M03,23.45,,"Madera, CA",32.5,2010-03
850,SMU06314600500000003,2010,M02,24.06,,"Madera, CA",32.0,2010-02
851,SMU06314600500000003,2010,M01,23.96,,"Madera, CA",32.3,2010-01
852,SMU06314600500000003,2009,M12,24.3,,"Madera, CA",32.7,2009-12
853,SMU06314600500000003,2009,M11,23.92,,"Madera, CA",33.2,2009-11
854,SMU06314600500000003,2009,M10,24.2,,"Madera, CA",34.0,2009-10
855,SMU06314600500000003,2009,M09,23.6,,"Madera, CA",32.6,2009-09
856,SMU06314600500000003,2009,M08,23.14,,"Madera, CA",33.1,2009-08
857,SMU06314600500000003,2009,M07,23.53,,"Madera, CA",31.3,2009-07
858,SMU06314600500000003,2009,M06,23.03,,"Madera, CA",31.3,2009-06
859,SMU06314600500000003,2009,M05,23.7,,"Madera, CA",32.9,2009-05
860,SMU06314600500000003,2009,M04,23.95,,"Madera, CA",32.2,2009-04
861,SMU06314600500000003,2009,M03,23.98,,"Madera, CA",32.5,2009-03
862,SMU06314600500000003,2009,M02,24.91,,"Madera, CA",32.4,2009-02
863,SMU06314600500000003,2009,M01,24.58,,"Madera, CA",31.1,2009-01
864,SMU06314600500000003,2008,M12,24.55,,"Madera, CA",31.5,2008-12
865,SMU06314600500000003,2008,M11,23.72,,"Madera, CA",32.0,2008-11
866,SMU06314600500000003,2008,M10,23.68,,"Madera, CA",31.6,2008-10
867,SMU06314600500000003,2008,M09,23.48,,"Madera, CA",32.1,2008-09
868,SMU06314600500000003,2008,M08,21.98,,"Madera, CA",33.7,2008-08
869,SMU06314600500000003,2008,M07,22.53,,"Madera, CA",32.2,2008-07
870,SMU06314600500000003,2008,M06,21.33,,"Madera, CA",33.1,2008-06
871,SMU06314600500000003,2008,M05,22.39,,"Madera, CA",30.8,2008-05
872,SMU06314600500000003,2008,M04,22.38,,"Madera, CA",31.3,2008-04
873,SMU06314600500000003,2008,M03,22.05,,"Madera, CA",32.7,2008-03
874,SMU06314600500000003,2008,M02,21.68,,"Madera, CA",32.8,2008-02
875,SMU06314600500000003,2008,M01,21.77,,"Madera, CA",32.4,2008-01
876,SMU06314600500000003,2007,M12,22.04,,"Madera, CA",33.5,2007-12
877,SMU06314600500000003,2007,M11,22.18,,"Madera, CA",33.3,2007-11
878,SMU06314600500000003,2007,M10,21.8,,"Madera, CA",33.7,2007-10
879,SMU06314600500000003,2007,M09,21.66,,"Madera, CA",33.9,2007-09
880,SMU06314600500000003,2007,M08,20.44,,"Madera, CA",34.4,2007-08
881,SMU06314600500000003,2007,M07,19.91,,"Madera, CA",34.6,2007-07
882,SMU06314600500000003,2007,M06,19.94,,"Madera, CA",33.6,2007-06
883,SMU06314600500000003,2007,M05,20.5,,"Madera, CA",31.1,2007-05
884,SMU06314600500000003,2007,M04,19.82,,"Madera, CA",33.0,2007-04
885,SMU06314600500000003,2007,M03,19.65,,"Madera, CA",31.2,2007-03
886,SMU06314600500000003,2007,M02,19.8,,"Madera, CA",32.4,2007-02
887,SMU06314600500000003,2007,M01,18.91,,"Madera, CA",30.6,2007-01
888,SMU06314600500000003,2015,M06,27.47,Preliminary,"Madera, CA",33.2,2015-06
889,SMU06314600500000003,2015,M05,27.21,,"Madera, CA",33.5,2015-05
890,SMU06314600500000003,2015,M04,27.43,,"Madera, CA",32.9,2015-04
891,SMU06314600500000003,2015,M03,28.2,,"Madera, CA",32.0,2015-03
892,SMU06314600500000003,2015,M02,28.21,,"Madera, CA",32.5,2015-02
893,SMU06314600500000003,2015,M01,27.9,,"Madera, CA",31.4,2015-01
894,SMU06314600500000003,2014,M12,26.95,,"Madera, CA",34.0,2014-12
895,SMU06314600500000003,2014,M11,26.39,,"Madera, CA",34.5,2014-11
896,SMU06314600500000003,2014,M10,26.81,,"Madera, CA",34.5,2014-10
897,SMU06314600500000003,2014,M09,26.96,,"Madera, CA",34.0,2014-09
898,SMU06314600500000003,2014,M08,27.06,,"Madera, CA",33.7,2014-08
899,SMU06314600500000003,2014,M07,26.61,,"Madera, CA",33.3,2014-07
900,SMU06314600500000003,2014,M06,26.13,,"Madera, CA",34.0,2014-06
901,SMU06314600500000003,2014,M05,25.42,,"Madera, CA",34.5,2014-05
902,SMU06314600500000003,2014,M04,25.66,,"Madera, CA",34.8,2014-04
903,SMU06314600500000003,2014,M03,25.06,,"Madera, CA",34.8,2014-03
904,SMU06314600500000003,2014,M02,25.04,,"Madera, CA",34.5,2014-02
905,SMU06314600500000003,2014,M01,24.91,,"Madera, CA",33.5,2014-01
