,series id,year,period,value,footnotes,area_name,valueh,timeperiod
0,SMU06497000500000003,2012,M12,21.63,,"Yuba City, CA",36.2,2012-12
1,SMU06497000500000003,2012,M11,21.2,,"Yuba City, CA",35.8,2012-11
2,SMU06497000500000003,2012,M10,20.92,,"Yuba City, CA",35.5,2012-10
3,SMU06497000500000003,2012,M09,20.82,,"Yuba City, CA",36.9,2012-09
4,SMU06497000500000003,2012,M08,21.46,,"Yuba City, CA",32.6,2012-08
5,SMU06497000500000003,2012,M07,21.24,,"Yuba City, CA",35.2,2012-07
6,SMU06497000500000003,2012,M06,21.79,,"Yuba City, CA",32.2,2012-06
7,SMU06497000500000003,2012,M05,21.63,,"Yuba City, CA",33.1,2012-05
8,SMU06497000500000003,2012,M04,21.48,,"Yuba City, CA",33.8,2012-04
9,SMU06497000500000003,2012,M03,21.63,,"Yuba City, CA",33.1,2012-03
10,SMU06497000500000003,2012,M02,22.91,,"Yuba City, CA",34.0,2012-02
11,SMU06497000500000003,2012,M01,22.91,,"Yuba City, CA",37.4,2012-01
12,SMU06497000500000003,2011,M12,22.58,,"Yuba City, CA",36.2,2011-12
13,SMU06497000500000003,2011,M11,23.43,,"Yuba City, CA",35.9,2011-11
14,SMU06497000500000003,2011,M10,24.37,,"Yuba City, CA",36.3,2011-10
15,SMU06497000500000003,2011,M09,25.35,,"Yuba City, CA",36.1,2011-09
16,SMU06497000500000003,2011,M08,24.43,,"Yuba City, CA",35.4,2011-08
17,SMU06497000500000003,2011,M07,23.79,,"Yuba City, CA",35.1,2011-07
18,SMU06497000500000003,2011,M06,23.28,,"Yuba City, CA",37.7,2011-06
19,SMU06497000500000003,2011,M05,24.42,,"Yuba City, CA",36.0,2011-05
20,SMU06497000500000003,2011,M04,24.13,,"Yuba City, CA",36.7,2011-04
21,SMU06497000500000003,2011,M03,23.99,,"Yuba City, CA",36.6,2011-03
22,SMU06497000500000003,2011,M02,23.25,,"Yuba City, CA",36.1,2011-02
23,SMU06497000500000003,2011,M01,23.65,,"Yuba City, CA",36.6,2011-01
24,SMU06497000500000003,2010,M12,23.38,,"Yuba City, CA",36.6,2010-12
25,SMU06497000500000003,2010,M11,23.94,,"Yuba City, CA",36.1,2010-11
26,SMU06497000500000003,2010,M10,23.51,,"Yuba City, CA",36.6,2010-10
27,SMU06497000500000003,2010,M09,23.09,,"Yuba City, CA",36.3,2010-09
28,SMU06497000500000003,2010,M08,23.21,,"Yuba City, CA",37.2,2010-08
29,SMU06497000500000003,2010,M07,23.91,,"Yuba City, CA",36.4,2010-07
30,SMU06497000500000003,2010,M06,23.2,,"Yuba City, CA",36.0,2010-06
31,SMU06497000500000003,2010,M05,23.17,,"Yuba City, CA",36.3,2010-05
32,SMU06497000500000003,2010,M04,22.88,,"Yuba City, CA",36.1,2010-04
33,SMU06497000500000003,2010,M03,23.39,,"Yuba City, CA",36.1,2010-03
34,SMU06497000500000003,2010,M02,23.09,,"Yuba City, CA",36.3,2010-02
35,SMU06497000500000003,2010,M01,23.12,,"Yuba City, CA",36.0,2010-01
36,SMU06497000500000003,2009,M12,22.17,,"Yuba City, CA",35.5,2009-12
37,SMU06497000500000003,2009,M11,21.56,,"Yuba City, CA",37.2,2009-11
38,SMU06497000500000003,2009,M10,22.03,,"Yuba City, CA",36.1,2009-10
39,SMU06497000500000003,2009,M09,21.87,,"Yuba City, CA",35.5,2009-09
40,SMU06497000500000003,2009,M08,21.26,,"Yuba City, CA",36.1,2009-08
41,SMU06497000500000003,2009,M07,22.11,,"Yuba City, CA",35.3,2009-07
42,SMU06497000500000003,2009,M06,21.9,,"Yuba City, CA",35.0,2009-06
43,SMU06497000500000003,2009,M05,21.91,,"Yuba City, CA",35.9,2009-05
44,SMU06497000500000003,2009,M04,21.26,,"Yuba City, CA",36.3,2009-04
45,SMU06497000500000003,2009,M03,21.59,,"Yuba City, CA",35.7,2009-03
46,SMU06497000500000003,2009,M02,21.96,,"Yuba City, CA",35.1,2009-02
47,SMU06497000500000003,2009,M01,21.58,,"Yuba City, CA",34.4,2009-01
48,SMU06497000500000003,2008,M12,21.75,,"Yuba City, CA",33.9,2008-12
49,SMU06497000500000003,2008,M11,21.3,,"Yuba City, CA",35.3,2008-11
50,SMU06497000500000003,2008,M10,21.83,,"Yuba City, CA",36.0,2008-10
51,SMU06497000500000003,2008,M09,21.74,,"Yuba City, CA",36.0,2008-09
52,SMU06497000500000003,2008,M08,20.85,,"Yuba City, CA",37.7,2008-08
53,SMU06497000500000003,2008,M07,20.18,,"Yuba City, CA",34.8,2008-07
54,SMU06497000500000003,2008,M06,19.82,,"Yuba City, CA",35.9,2008-06
55,SMU06497000500000003,2008,M05,19.73,,"Yuba City, CA",33.2,2008-05
56,SMU06497000500000003,2008,M04,19.88,,"Yuba City, CA",32.8,2008-04
57,SMU06497000500000003,2008,M03,19.85,,"Yuba City, CA",34.2,2008-03
58,SMU06497000500000003,2008,M02,19.36,,"Yuba City, CA",31.3,2008-02
59,SMU06497000500000003,2008,M01,19.17,,"Yuba City, CA",31.3,2008-01
60,SMU06497000500000003,2007,M12,19.24,,"Yuba City, CA",33.0,2007-12
61,SMU06497000500000003,2007,M11,19.24,,"Yuba City, CA",33.1,2007-11
62,SMU06497000500000003,2007,M10,19.2,,"Yuba City, CA",33.0,2007-10
63,SMU06497000500000003,2007,M09,19.25,,"Yuba City, CA",33.6,2007-09
64,SMU06497000500000003,2007,M08,19.35,,"Yuba City, CA",33.0,2007-08
65,SMU06497000500000003,2007,M07,19.6,,"Yuba City, CA",32.5,2007-07
66,SMU06497000500000003,2007,M06,19.55,,"Yuba City, CA",32.9,2007-06
67,SMU06497000500000003,2007,M05,19.45,,"Yuba City, CA",32.8,2007-05
68,SMU06497000500000003,2007,M04,19.25,,"Yuba City, CA",33.1,2007-04
69,SMU06497000500000003,2007,M03,19.03,,"Yuba City, CA",33.0,2007-03
70,SMU06497000500000003,2007,M02,19.07,,"Yuba City, CA",32.8,2007-02
71,SMU06497000500000003,2007,M01,19.11,,"Yuba City, CA",32.7,2007-01
72,SMU06497000500000003,2015,M06,19.82,Preliminary,"Yuba City, CA",35.0,2015-06
73,SMU06497000500000003,2015,M05,19.52,,"Yuba City, CA",34.1,2015-05
74,SMU06497000500000003,2015,M04,19.76,,"Yuba City, CA",35.4,2015-04
75,SMU06497000500000003,2015,M03,19.82,,"Yuba City, CA",35.3,2015-03
76,SMU06497000500000003,2015,M02,19.56,,"Yuba City, CA",35.7,2015-02
77,SMU06497000500000003,2015,M01,20.0,,"Yuba City, CA",34.8,2015-01
78,SMU06497000500000003,2014,M12,20.17,,"Yuba City, CA",33.5,2014-12
79,SMU06497000500000003,2014,M11,19.78,,"Yuba City, CA",35.4,2014-11
80,SMU06497000500000003,2014,M10,19.58,,"Yuba City, CA",34.6,2014-10
81,SMU06497000500000003,2014,M09,19.94,,"Yuba City, CA",34.8,2014-09
82,SMU06497000500000003,2014,M08,20.02,,"Yuba City, CA",35.2,2014-08
83,SMU06497000500000003,2014,M07,20.25,,"Yuba City, CA",34.6,2014-07
84,SMU06497000500000003,2014,M06,20.76,,"Yuba City, CA",36.5,2014-06
85,SMU06497000500000003,2014,M05,20.9,,"Yuba City, CA",36.3,2014-05
86,SMU06497000500000003,2014,M04,21.06,,"Yuba City, CA",35.3,2014-04
87,SMU06497000500000003,2014,M03,21.19,,"Yuba City, CA",36.3,2014-03
88,SMU06497000500000003,2014,M02,21.15,,"Yuba City, CA",36.6,2014-02
89,SMU06497000500000003,2014,M01,21.57,,"Yuba City, CA",35.8,2014-01
90,SMU06497000500000003,2013,M12,21.53,,"Yuba City, CA",37.2,2013-12
91,SMU06497000500000003,2013,M11,20.93,,"Yuba City, CA",36.1,2013-11
92,SMU06497000500000003,2013,M10,21.18,,"Yuba City, CA",36.7,2013-10
93,SMU06497000500000003,2013,M09,21.51,,"Yuba City, CA",36.6,2013-09
94,SMU06497000500000003,2013,M08,21.27,,"Yuba City, CA",35.2,2013-08
95,SMU06497000500000003,2013,M07,20.74,,"Yuba City, CA",35.6,2013-07
96,SMU06497000500000003,2013,M06,20.53,,"Yuba City, CA",36.3,2013-06
97,SMU06497000500000003,2013,M05,20.74,,"Yuba City, CA",35.8,2013-05
98,SMU06497000500000003,2013,M04,22.17,,"Yuba City, CA",35.3,2013-04
99,SMU06497000500000003,2013,M03,21.63,,"Yuba City, CA",34.5,2013-03
100,SMU06497000500000003,2013,M02,22.17,,"Yuba City, CA",34.2,2013-02
101,SMU06497000500000003,2013,M01,22.62,,"Yuba City, CA",35.6,2013-01
102,SMU06349000500000003,2012,M12,23.34,,"Napa, CA",30.0,2012-12
103,SMU06349000500000003,2012,M11,23.16,,"Napa, CA",30.1,2012-11
104,SMU06349000500000003,2012,M10,23.21,,"Napa, CA",31.3,2012-10
105,SMU06349000500000003,2012,M09,23.22,,"Napa, CA",31.0,2012-09
106,SMU06349000500000003,2012,M08,23.17,,"Napa, CA",30.7,2012-08
107,SMU06349000500000003,2012,M07,23.13,,"Napa, CA",31.2,2012-07
108,SMU06349000500000003,2012,M06,24.2,,"Napa, CA",30.4,2012-06
109,SMU06349000500000003,2012,M05,24.75,,"Napa, CA",29.0,2012-05
110,SMU06349000500000003,2012,M04,24.94,,"Napa, CA",30.9,2012-04
111,SMU06349000500000003,2012,M03,25.44,,"Napa, CA",29.6,2012-03
112,SMU06349000500000003,2012,M02,25.6,,"Napa, CA",30.6,2012-02
113,SMU06349000500000003,2012,M01,25.13,,"Napa, CA",30.8,2012-01
114,SMU06349000500000003,2011,M12,24.86,,"Napa, CA",31.0,2011-12
115,SMU06349000500000003,2011,M11,25.56,,"Napa, CA",31.9,2011-11
116,SMU06349000500000003,2011,M10,25.71,,"Napa, CA",34.0,2011-10
117,SMU06349000500000003,2011,M09,24.76,,"Napa, CA",32.5,2011-09
118,SMU06349000500000003,2011,M08,24.49,,"Napa, CA",32.0,2011-08
119,SMU06349000500000003,2011,M07,24.8,,"Napa, CA",32.3,2011-07
120,SMU06349000500000003,2011,M06,24.54,,"Napa, CA",32.0,2011-06
121,SMU06349000500000003,2011,M05,24.56,,"Napa, CA",32.9,2011-05
122,SMU06349000500000003,2011,M04,25.07,,"Napa, CA",31.6,2011-04
123,SMU06349000500000003,2011,M03,24.99,,"Napa, CA",31.3,2011-03
124,SMU06349000500000003,2011,M02,24.76,,"Napa, CA",31.9,2011-02
125,SMU06349000500000003,2011,M01,25.18,,"Napa, CA",32.7,2011-01
126,SMU06349000500000003,2010,M12,25.55,,"Napa, CA",32.3,2010-12
127,SMU06349000500000003,2010,M11,25.31,,"Napa, CA",32.9,2010-11
128,SMU06349000500000003,2010,M10,25.06,,"Napa, CA",33.9,2010-10
129,SMU06349000500000003,2010,M09,24.66,,"Napa, CA",33.2,2010-09
130,SMU06349000500000003,2010,M08,24.57,,"Napa, CA",33.9,2010-08
131,SMU06349000500000003,2010,M07,23.93,,"Napa, CA",33.1,2010-07
132,SMU06349000500000003,2010,M06,23.56,,"Napa, CA",32.8,2010-06
133,SMU06349000500000003,2010,M05,23.92,,"Napa, CA",32.8,2010-05
134,SMU06349000500000003,2010,M04,24.52,,"Napa, CA",32.4,2010-04
135,SMU06349000500000003,2010,M03,24.3,,"Napa, CA",31.8,2010-03
136,SMU06349000500000003,2010,M02,24.22,,"Napa, CA",31.8,2010-02
137,SMU06349000500000003,2010,M01,25.47,,"Napa, CA",31.7,2010-01
138,SMU06349000500000003,2009,M12,25.31,,"Napa, CA",32.6,2009-12
139,SMU06349000500000003,2009,M11,25.31,,"Napa, CA",33.4,2009-11
140,SMU06349000500000003,2009,M10,25.3,,"Napa, CA",33.2,2009-10
141,SMU06349000500000003,2009,M09,24.64,,"Napa, CA",32.2,2009-09
142,SMU06349000500000003,2009,M08,24.79,,"Napa, CA",32.9,2009-08
143,SMU06349000500000003,2009,M07,24.81,,"Napa, CA",31.9,2009-07
144,SMU06349000500000003,2009,M06,24.0,,"Napa, CA",32.3,2009-06
145,SMU06349000500000003,2009,M05,24.8,,"Napa, CA",32.6,2009-05
146,SMU06349000500000003,2009,M04,25.1,,"Napa, CA",32.8,2009-04
147,SMU06349000500000003,2009,M03,25.01,,"Napa, CA",32.4,2009-03
148,SMU06349000500000003,2009,M02,24.99,,"Napa, CA",32.0,2009-02
149,SMU06349000500000003,2009,M01,25.44,,"Napa, CA",31.5,2009-01
150,SMU06349000500000003,2008,M12,26.45,,"Napa, CA",30.9,2008-12
151,SMU06349000500000003,2008,M11,25.68,,"Napa, CA",31.7,2008-11
152,SMU06349000500000003,2008,M10,24.29,,"Napa, CA",31.6,2008-10
153,SMU06349000500000003,2008,M09,23.74,,"Napa, CA",31.7,2008-09
154,SMU06349000500000003,2008,M08,23.73,,"Napa, CA",31.5,2008-08
155,SMU06349000500000003,2008,M07,22.72,,"Napa, CA",33.6,2008-07
156,SMU06349000500000003,2008,M06,22.34,,"Napa, CA",33.3,2008-06
157,SMU06349000500000003,2008,M05,22.39,,"Napa, CA",32.6,2008-05
158,SMU06349000500000003,2008,M04,23.25,,"Napa, CA",32.8,2008-04
159,SMU06349000500000003,2008,M03,22.93,,"Napa, CA",33.3,2008-03
160,SMU06349000500000003,2008,M02,23.21,,"Napa, CA",32.0,2008-02
161,SMU06349000500000003,2008,M01,24.19,,"Napa, CA",30.8,2008-01
162,SMU06349000500000003,2007,M12,23.4,,"Napa, CA",31.5,2007-12
163,SMU06349000500000003,2007,M11,23.61,,"Napa, CA",31.6,2007-11
164,SMU06349000500000003,2007,M10,22.86,,"Napa, CA",33.4,2007-10
165,SMU06349000500000003,2007,M09,23.01,,"Napa, CA",34.6,2007-09
166,SMU06349000500000003,2007,M08,22.26,,"Napa, CA",34.1,2007-08
167,SMU06349000500000003,2007,M07,22.52,,"Napa, CA",35.7,2007-07
168,SMU06349000500000003,2007,M06,22.75,,"Napa, CA",33.1,2007-06
169,SMU06349000500000003,2007,M05,23.15,,"Napa, CA",33.0,2007-05
170,SMU06349000500000003,2007,M04,23.41,,"Napa, CA",32.6,2007-04
171,SMU06349000500000003,2007,M03,23.67,,"Napa, CA",32.3,2007-03
172,SMU06349000500000003,2007,M02,23.11,,"Napa, CA",32.2,2007-02
173,SMU06349000500000003,2007,M01,22.3,,"Napa, CA",31.7,2007-01
174,SMU06349000500000003,2015,M06,26.62,Preliminary,"Napa, CA",33.3,2015-06
175,SMU06349000500000003,2015,M05,27.43,,"Napa, CA",32.5,2015-05
176,SMU06349000500000003,2015,M04,27.46,,"Napa, CA",32.1,2015-04
177,SMU06349000500000003,2015,M03,26.71,,"Napa, CA",32.8,2015-03
178,SMU06349000500000003,2015,M02,26.74,,"Napa, CA",33.3,2015-02
179,SMU06349000500000003,2015,M01,26.6,,"Napa, CA",32.1,2015-01
180,SMU06349000500000003,2014,M12,26.19,,"Napa, CA",32.2,2014-12
181,SMU06349000500000003,2014,M11,25.65,,"Napa, CA",33.3,2014-11
182,SMU06349000500000003,2014,M10,26.14,,"Napa, CA",33.4,2014-10
183,SMU06349000500000003,2014,M09,25.33,,"Napa, CA",33.1,2014-09
184,SMU06349000500000003,2014,M08,25.23,,"Napa, CA",32.6,2014-08
185,SMU06349000500000003,2014,M07,25.93,,"Napa, CA",32.7,2014-07
186,SMU06349000500000003,2014,M06,25.77,,"Napa, CA",33.0,2014-06
187,SMU06349000500000003,2014,M05,25.52,,"Napa, CA",32.3,2014-05
188,SMU06349000500000003,2014,M04,26.02,,"Napa, CA",32.2,2014-04
189,SMU06349000500000003,2014,M03,25.97,,"Napa, CA",32.3,2014-03
190,SMU06349000500000003,2014,M02,25.9,,"Napa, CA",31.9,2014-02
191,SMU06349000500000003,2014,M01,25.99,,"Napa, CA",31.1,2014-01
192,SMU06349000500000003,2013,M12,25.56,,"Napa, CA",30.6,2013-12
193,SMU06349000500000003,2013,M11,25.02,,"Napa, CA",31.2,2013-11
194,SMU06349000500000003,2013,M10,24.54,,"Napa, CA",32.7,2013-10
195,SMU06349000500000003,2013,M09,24.81,,"Napa, CA",32.5,2013-09
196,SMU06349000500000003,2013,M08,24.59,,"Napa, CA",31.4,2013-08
197,SMU06349000500000003,2013,M07,24.05,,"Napa, CA",31.5,2013-07
198,SMU06349000500000003,2013,M06,24.01,,"Napa, CA",31.8,2013-06
199,SMU06349000500000003,2013,M05,24.07,,"Napa, CA",31.0,2013-05
200,SMU06349000500000003,2013,M04,24.01,,"Napa, CA",30.2,2013-04
201,SMU06349000500000003,2013,M03,23.93,,"Napa, CA",29.9,2013-03
202,SMU06349000500000003,2013,M02,24.18,,"Napa, CA",29.1,2013-02
203,SMU06349000500000003,2013,M01,23.76,,"Napa, CA",29.5,2013-01
204,SMU06473000500000003,2012,M12,16.34,,"Visalia-Porterville, CA",34.6,2012-12
205,SMU06473000500000003,2012,M11,16.03,,"Visalia-Porterville, CA",34.4,2012-11
206,SMU06473000500000003,2012,M10,16.03,,"Visalia-Porterville, CA",34.8,2012-10
207,SMU06473000500000003,2012,M09,16.38,,"Visalia-Porterville, CA",35.0,2012-09
208,SMU06473000500000003,2012,M08,16.46,,"Visalia-Porterville, CA",34.8,2012-08
209,SMU06473000500000003,2012,M07,16.53,,"Visalia-Porterville, CA",34.0,2012-07
210,SMU06473000500000003,2012,M06,16.39,,"Visalia-Porterville, CA",33.3,2012-06
211,SMU06473000500000003,2012,M05,16.7,,"Visalia-Porterville, CA",33.0,2012-05
212,SMU06473000500000003,2012,M04,16.61,,"Visalia-Porterville, CA",33.0,2012-04
213,SMU06473000500000003,2012,M03,16.72,,"Visalia-Porterville, CA",33.3,2012-03
214,SMU06473000500000003,2012,M02,16.69,,"Visalia-Porterville, CA",32.6,2012-02
215,SMU06473000500000003,2012,M01,16.75,,"Visalia-Porterville, CA",33.5,2012-01
216,SMU06473000500000003,2011,M12,16.96,,"Visalia-Porterville, CA",32.7,2011-12
217,SMU06473000500000003,2011,M11,16.54,,"Visalia-Porterville, CA",32.7,2011-11
218,SMU06473000500000003,2011,M10,16.83,,"Visalia-Porterville, CA",33.4,2011-10
219,SMU06473000500000003,2011,M09,16.45,,"Visalia-Porterville, CA",33.0,2011-09
220,SMU06473000500000003,2011,M08,16.83,,"Visalia-Porterville, CA",33.4,2011-08
221,SMU06473000500000003,2011,M07,16.69,,"Visalia-Porterville, CA",33.0,2011-07
222,SMU06473000500000003,2011,M06,16.6,,"Visalia-Porterville, CA",32.5,2011-06
223,SMU06473000500000003,2011,M05,17.24,,"Visalia-Porterville, CA",33.5,2011-05
224,SMU06473000500000003,2011,M04,17.4,,"Visalia-Porterville, CA",32.3,2011-04
225,SMU06473000500000003,2011,M03,17.62,,"Visalia-Porterville, CA",31.8,2011-03
226,SMU06473000500000003,2011,M02,17.65,,"Visalia-Porterville, CA",32.3,2011-02
227,SMU06473000500000003,2011,M01,17.82,,"Visalia-Porterville, CA",32.8,2011-01
228,SMU06473000500000003,2010,M12,18.0,,"Visalia-Porterville, CA",32.6,2010-12
229,SMU06473000500000003,2010,M11,18.18,,"Visalia-Porterville, CA",32.9,2010-11
230,SMU06473000500000003,2010,M10,18.32,,"Visalia-Porterville, CA",33.2,2010-10
231,SMU06473000500000003,2010,M09,18.38,,"Visalia-Porterville, CA",33.8,2010-09
232,SMU06473000500000003,2010,M08,18.3,,"Visalia-Porterville, CA",34.0,2010-08
233,SMU06473000500000003,2010,M07,18.37,,"Visalia-Porterville, CA",33.0,2010-07
234,SMU06473000500000003,2010,M06,18.23,,"Visalia-Porterville, CA",33.4,2010-06
235,SMU06473000500000003,2010,M05,18.32,,"Visalia-Porterville, CA",33.4,2010-05
236,SMU06473000500000003,2010,M04,18.54,,"Visalia-Porterville, CA",32.8,2010-04
237,SMU06473000500000003,2010,M03,18.38,,"Visalia-Porterville, CA",32.1,2010-03
238,SMU06473000500000003,2010,M02,18.89,,"Visalia-Porterville, CA",31.7,2010-02
239,SMU06473000500000003,2010,M01,18.89,,"Visalia-Porterville, CA",32.0,2010-01
240,SMU06473000500000003,2009,M12,19.74,,"Visalia-Porterville, CA",32.7,2009-12
241,SMU06473000500000003,2009,M11,19.53,,"Visalia-Porterville, CA",33.1,2009-11
242,SMU06473000500000003,2009,M10,19.36,,"Visalia-Porterville, CA",32.5,2009-10
243,SMU06473000500000003,2009,M09,19.47,,"Visalia-Porterville, CA",32.4,2009-09
244,SMU06473000500000003,2009,M08,19.15,,"Visalia-Porterville, CA",33.9,2009-08
245,SMU06473000500000003,2009,M07,18.91,,"Visalia-Porterville, CA",32.7,2009-07
246,SMU06473000500000003,2009,M06,18.7,,"Visalia-Porterville, CA",32.1,2009-06
247,SMU06473000500000003,2009,M05,18.77,,"Visalia-Porterville, CA",32.0,2009-05
248,SMU06473000500000003,2009,M04,19.01,,"Visalia-Porterville, CA",32.6,2009-04
249,SMU06473000500000003,2009,M03,18.57,,"Visalia-Porterville, CA",32.3,2009-03
250,SMU06473000500000003,2009,M02,18.14,,"Visalia-Porterville, CA",32.5,2009-02
251,SMU06473000500000003,2009,M01,17.91,,"Visalia-Porterville, CA",30.9,2009-01
252,SMU06473000500000003,2008,M12,17.28,,"Visalia-Porterville, CA",30.9,2008-12
253,SMU06473000500000003,2008,M11,17.52,,"Visalia-Porterville, CA",31.9,2008-11
254,SMU06473000500000003,2008,M10,17.26,,"Visalia-Porterville, CA",31.9,2008-10
255,SMU06473000500000003,2008,M09,17.39,,"Visalia-Porterville, CA",32.5,2008-09
256,SMU06473000500000003,2008,M08,17.36,,"Visalia-Porterville, CA",32.4,2008-08
257,SMU06473000500000003,2008,M07,17.48,,"Visalia-Porterville, CA",31.4,2008-07
258,SMU06473000500000003,2008,M06,17.63,,"Visalia-Porterville, CA",33.0,2008-06
259,SMU06473000500000003,2008,M05,17.54,,"Visalia-Porterville, CA",31.6,2008-05
260,SMU06473000500000003,2008,M04,17.51,,"Visalia-Porterville, CA",31.5,2008-04
261,SMU06473000500000003,2008,M03,17.6,,"Visalia-Porterville, CA",32.4,2008-03
262,SMU06473000500000003,2008,M02,17.94,,"Visalia-Porterville, CA",30.7,2008-02
263,SMU06473000500000003,2008,M01,18.05,,"Visalia-Porterville, CA",30.6,2008-01
264,SMU06473000500000003,2007,M12,17.45,,"Visalia-Porterville, CA",33.4,2007-12
265,SMU06473000500000003,2007,M11,17.52,,"Visalia-Porterville, CA",33.5,2007-11
266,SMU06473000500000003,2007,M10,17.77,,"Visalia-Porterville, CA",33.1,2007-10
267,SMU06473000500000003,2007,M09,18.05,,"Visalia-Porterville, CA",34.2,2007-09
268,SMU06473000500000003,2007,M08,17.76,,"Visalia-Porterville, CA",32.6,2007-08
269,SMU06473000500000003,2007,M07,17.61,,"Visalia-Porterville, CA",32.9,2007-07
270,SMU06473000500000003,2007,M06,17.45,,"Visalia-Porterville, CA",32.8,2007-06
271,SMU06473000500000003,2007,M05,17.4,,"Visalia-Porterville, CA",32.8,2007-05
272,SMU06473000500000003,2007,M04,17.26,,"Visalia-Porterville, CA",34.6,2007-04
273,SMU06473000500000003,2007,M03,17.39,,"Visalia-Porterville, CA",33.1,2007-03
274,SMU06473000500000003,2007,M02,16.97,,"Visalia-Porterville, CA",33.9,2007-02
275,SMU06473000500000003,2007,M01,16.91,,"Visalia-Porterville, CA",34.5,2007-01
276,SMU06473000500000003,2015,M06,17.8,Preliminary,"Visalia-Porterville, CA",31.6,2015-06
277,SMU06473000500000003,2015,M05,17.62,,"Visalia-Porterville, CA",32.6,2015-05
278,SMU06473000500000003,2015,M04,17.59,,"Visalia-Porterville, CA",31.4,2015-04
279,SMU06473000500000003,2015,M03,17.51,,"Visalia-Porterville, CA",32.4,2015-03
280,SMU06473000500000003,2015,M02,17.47,,"Visalia-Porterville, CA",32.6,2015-02
281,SMU06473000500000003,2015,M01,17.42,,"Visalia-Porterville, CA",30.8,2015-01
282,SMU06473000500000003,2014,M12,17.69,,"Visalia-Porterville, CA",30.1,2014-12
283,SMU06473000500000003,2014,M11,17.5,,"Visalia-Porterville, CA",30.3,2014-11
284,SMU06473000500000003,2014,M10,17.23,,"Visalia-Porterville, CA",29.8,2014-10
285,SMU06473000500000003,2014,M09,17.0,,"Visalia-Porterville, CA",30.0,2014-09
286,SMU06473000500000003,2014,M08,16.8,,"Visalia-Porterville, CA",30.3,2014-08
287,SMU06473000500000003,2014,M07,16.9,,"Visalia-Porterville, CA",30.2,2014-07
288,SMU06473000500000003,2014,M06,16.48,,"Visalia-Porterville, CA",31.5,2014-06
289,SMU06473000500000003,2014,M05,16.37,,"Visalia-Porterville, CA",30.7,2014-05
290,SMU06473000500000003,2014,M04,16.54,,"Visalia-Porterville, CA",31.0,2014-04
291,SMU06473000500000003,2014,M03,16.6,,"Visalia-Porterville, CA",32.2,2014-03
292,SMU06473000500000003,2014,M02,16.83,,"Visalia-Porterville, CA",32.6,2014-02
293,SMU06473000500000003,2014,M01,16.91,,"Visalia-Porterville, CA",31.9,2014-01
294,SMU06473000500000003,2013,M12,16.98,,"Visalia-Porterville, CA",32.5,2013-12
295,SMU06473000500000003,2013,M11,17.56,,"Visalia-Porterville, CA",31.6,2013-11
296,SMU06473000500000003,2013,M10,17.21,,"Visalia-Porterville, CA",31.1,2013-10
297,SMU06473000500000003,2013,M09,17.13,,"Visalia-Porterville, CA",32.4,2013-09
298,SMU06473000500000003,2013,M08,17.11,,"Visalia-Porterville, CA",31.8,2013-08
299,SMU06473000500000003,2013,M07,17.19,,"Visalia-Porterville, CA",31.9,2013-07
300,SMU06473000500000003,2013,M06,16.84,,"Visalia-Porterville, CA",33.5,2013-06
301,SMU06473000500000003,2013,M05,16.68,,"Visalia-Porterville, CA",32.5,2013-05
302,SMU06473000500000003,2013,M04,16.72,,"Visalia-Porterville, CA",32.5,2013-04
303,SMU06473000500000003,2013,M03,16.54,,"Visalia-Porterville, CA",32.8,2013-03
304,SMU06473000500000003,2013,M02,16.29,,"Visalia-Porterville, CA",33.0,2013-02
305,SMU06473000500000003,2013,M01,16.48,,"Visalia-Porterville, CA",32.8,2013-01
306,SMU06329000500000003,2012,M12,20.53,,"Merced, CA",32.2,2012-12
307,SMU06329000500000003,2012,M11,20.57,,"Merced, CA",31.0,2012-11
308,SMU06329000500000003,2012,M10,19.71,,"Merced, CA",33.7,2012-10
309,SMU06329000500000003,2012,M09,19.87,,"Merced, CA",34.0,2012-09
310,SMU06329000500000003,2012,M08,19.55,,"Merced, CA",33.2,2012-08
311,SMU06329000500000003,2012,M07,19.53,,"Merced, CA",34.5,2012-07
312,SMU06329000500000003,2012,M06,19.53,,"Merced, CA",33.2,2012-06
313,SMU06329000500000003,2012,M05,19.38,,"Merced, CA",32.4,2012-05
314,SMU06329000500000003,2012,M04,19.14,,"Merced, CA",32.7,2012-04
315,SMU06329000500000003,2012,M03,18.95,,"Merced, CA",31.3,2012-03
316,SMU06329000500000003,2012,M02,19.27,,"Merced, CA",31.3,2012-02
317,SMU06329000500000003,2012,M01,18.67,,"Merced, CA",31.7,2012-01
318,SMU06329000500000003,2011,M12,18.66,,"Merced, CA",31.3,2011-12
319,SMU06329000500000003,2011,M11,18.11,,"Merced, CA",30.8,2011-11
320,SMU06329000500000003,2011,M10,17.78,,"Merced, CA",34.5,2011-10
321,SMU06329000500000003,2011,M09,17.29,,"Merced, CA",34.9,2011-09
322,SMU06329000500000003,2011,M08,17.07,,"Merced, CA",32.2,2011-08
323,SMU06329000500000003,2011,M07,17.05,,"Merced, CA",32.4,2011-07
324,SMU06329000500000003,2011,M06,17.36,,"Merced, CA",32.5,2011-06
325,SMU06329000500000003,2011,M05,16.67,,"Merced, CA",33.0,2011-05
326,SMU06329000500000003,2011,M04,16.73,,"Merced, CA",31.5,2011-04
327,SMU06329000500000003,2011,M03,16.34,,"Merced, CA",32.2,2011-03
